,datetime,temp,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,visibility,severerisk,conditions,cat
299,2022-08-08 11:00:00,92.0,0.0,23.8,,0,0,20.1,12.3,15.0,3,Clear,0
300,2022-08-08 12:00:00,93.2,0.0,23.8,,0,0,20.6,13.2,15.0,3,Clear,0
301,2022-08-08 13:00:00,94.4,0.0,23.8,,0,0,21.0,14.1,15.0,3,Clear,0
302,2022-08-08 14:00:00,95.6,0.0,23.8,,0,0,21.5,15.0,15.0,3,Partially cloudy,0
303,2022-08-08 15:00:00,93.7,0.0,23.8,,0,0,20.7,14.9,15.0,3,Clear,0
304,2022-08-08 16:00:00,91.8,0.0,23.8,,0,0,20.0,14.8,15.0,5,Clear,0
305,2022-08-08 17:00:00,89.9,0.0,23.8,,0,0,19.2,14.8,15.0,5,Clear,0
306,2022-08-08 18:00:00,87.6,0.0,23.8,,0,0,18.6,13.9,15.0,3,Clear,0
307,2022-08-08 19:00:00,85.4,0.0,23.8,,0,0,18.0,13.1,15.0,10,Clear,0
308,2022-08-08 20:00:00,83.2,0.0,23.8,,0,0,17.4,12.3,15.0,10,Clear,0
309,2022-08-08 21:00:00,81.2,0.0,28.6,,0,0,18.0,11.4,15.0,10,Clear,0
310,2022-08-08 22:00:00,79.3,0.0,28.6,,0,0,18.5,10.5,15.0,10,Clear,0
311,2022-08-08 23:00:00,77.3,0.0,28.6,,0,0,19.0,9.6,15.0,10,Clear,0
312,2022-08-09 00:00:00,76.3,0.0,28.6,,0,0,18.5,8.6,15.0,10,Partially cloudy,0
313,2022-08-09 01:00:00,75.4,0.0,28.6,,0,0,18.0,7.5,15.0,10,Partially cloudy,0
314,2022-08-09 02:00:00,74.4,0.0,28.6,,0,0,17.4,6.5,15.0,10,Overcast,0
315,2022-08-09 03:00:00,73.5,0.0,14.3,,0,0,14.8,5.5,15.0,10,Partially cloudy,0
316,2022-08-09 04:00:00,72.6,0.0,14.3,,0,0,12.1,4.5,15.0,10,Partially cloudy,0
317,2022-08-09 05:00:00,71.7,0.0,14.3,,0,0,9.4,3.6,15.0,10,Partially cloudy,0
318,2022-08-09 06:00:00,72.8,0.0,14.3,,0,0,9.3,4.0,15.0,10,Partially cloudy,0
319,2022-08-09 07:00:00,73.8,0.0,14.3,,0,0,9.2,4.5,15.0,10,Clear,0
320,2022-08-09 08:00:00,74.9,0.0,14.3,,0,0,9.2,4.9,15.0,10,Clear,0
321,2022-08-09 09:00:00,78.6,0.0,14.3,,0,0,8.2,4.7,15.0,10,Partially cloudy,0
322,2022-08-09 10:00:00,82.2,0.0,14.3,,0,0,7.2,4.5,15.0,10,Partially cloudy,0
323,2022-08-09 11:00:00,85.9,0.0,14.3,,0,0,6.3,4.3,15.0,10,Partially cloudy,0
324,2022-08-09 12:00:00,88.1,0.0,14.3,,0,0,6.2,4.0,15.0,10,Partially cloudy,0
325,2022-08-09 13:00:00,90.2,0.0,14.3,,0,0,6.1,3.8,15.0,10,Partially cloudy,0
326,2022-08-09 14:00:00,92.4,0.0,14.3,,0,0,6.0,3.6,15.0,10,Partially cloudy,0
327,2022-08-09 15:00:00,92.1,0.0,28.6,,0,0,6.0,4.5,15.0,10,Partially cloudy,0
328,2022-08-09 16:00:00,91.8,0.0,28.6,,0,0,6.0,5.5,15.0,10,Partially cloudy,0
329,2022-08-09 17:00:00,91.5,0.0,28.6,,0,0,6.0,6.5,15.0,10,Clear,0
330,2022-08-09 18:00:00,89.1,0.0,28.6,,0,0,9.1,7.2,15.0,10,Partially cloudy,0
331,2022-08-09 19:00:00,86.8,0.0,28.6,,0,0,12.2,7.8,15.0,10,Partially cloudy,0
332,2022-08-09 20:00:00,84.5,0.0,28.6,,0,0,15.2,8.5,15.0,10,Partially cloudy,0
333,2022-08-09 21:00:00,82.9,0.0,28.6,,0,0,16.6,8.1,15.0,10,Partially cloudy,0
334,2022-08-09 22:00:00,81.2,0.0,28.6,,0,0,17.9,7.8,15.0,10,Partially cloudy,0
335,2022-08-09 23:00:00,79.6,0.0,28.6,,0,0,19.2,7.4,15.0,10,Partially cloudy,0
336,2022-08-10 00:00:00,78.5,0.0,28.6,,0,0,18.6,7.0,15.0,10,Partially cloudy,0
337,2022-08-10 01:00:00,77.5,0.0,28.6,,0,0,17.9,6.6,15.0,10,Clear,0
338,2022-08-10 02:00:00,76.4,0.0,28.6,,0,0,17.2,6.3,15.0,10,Clear,0
339,2022-08-10 03:00:00,75.7,0.0,14.3,,0,0,17.9,6.3,15.0,10,Clear,0
340,2022-08-10 04:00:00,75.1,0.0,14.3,,0,0,18.6,6.3,15.0,10,Clear,0
341,2022-08-10 05:00:00,74.4,0.0,14.3,,0,0,19.2,6.3,15.0,10,Clear,0
342,2022-08-10 06:00:00,75.4,0.0,14.3,,0,0,18.3,6.8,15.0,10,Partially cloudy,0
343,2022-08-10 07:00:00,76.3,0.0,14.3,,0,0,17.3,7.3,15.0,10,Partially cloudy,0
344,2022-08-10 08:00:00,77.3,0.0,14.3,,0,0,16.3,7.8,15.0,10,Overcast,0
345,2022-08-10 09:00:00,80.9,0.0,23.8,,0,0,15.9,8.4,15.0,10,Overcast,0
346,2022-08-10 10:00:00,84.5,0.0,23.8,,0,0,15.4,8.9,15.0,10,Overcast,0
347,2022-08-10 11:00:00,88.1,0.0,23.8,,0,0,15.0,9.4,15.0,10,Overcast,0
348,2022-08-10 12:00:00,88.7,0.0,23.8,,0,0,14.8,9.2,15.0,10,Overcast,0
349,2022-08-10 13:00:00,89.3,0.0,23.8,,0,0,14.7,9.1,15.0,10,Overcast,0
350,2022-08-10 14:00:00,89.9,0.0,23.8,,0,0,14.5,8.9,15.0,10,Overcast,0
351,2022-08-10 15:00:00,88.9,0.0,23.8,,0,0,13.9,8.0,15.0,10,Overcast,0
352,2022-08-10 16:00:00,87.8,0.0,23.8,,0,0,13.3,7.0,15.0,10,Overcast,0
353,2022-08-10 17:00:00,86.8,0.0,23.8,,0,0,12.8,6.0,15.0,10,Overcast,0
354,2022-08-10 18:00:00,84.9,0.0,23.8,,0,0,11.8,5.3,15.0,10,Overcast,0
355,2022-08-10 19:00:00,83.0,0.0,23.8,,0,0,10.8,4.5,15.0,10,Overcast,0
356,2022-08-10 20:00:00,81.1,0.04,23.8,rain,0,0,9.8,3.8,15.0,3,Overcast,2
357,2022-08-10 21:00:00,79.7,0.0,0.0,,0,0,9.2,3.5,14.2,10,Overcast,0
358,2022-08-10 22:00:00,78.4,0.0,0.0,,0,0,8.6,3.2,13.4,10,Overcast,0
359,2022-08-10 23:00:00,77.1,0.06,0.0,rain,0,0,8.1,2.9,12.6,10,Overcast,2
